rn,id,e_btc,d_btc,btc,vl_btc,m_btc,pm_btc,e_eth,d_eth,eth,vl_eth,m_eth,pm_eth,e_bnb,d_bnb,bnb,vl_bnb,m_bnb,pm_bnb,e_shib,d_shib,shib,vl_shib,m_shib,pm_shib,total_net_balance_usdt
253,00000000000000000000000000000000000000000000000000000000000000fd,270.38582775,64.57218388,0,135.19291387,67.59645694,33.79822847,481.53293034,1159.20135538,0,240.76646517,120.38323259,60.19161629,353.20136953,7345.80646669,0,176.60068477,88.30034238,44.15017119,569.89,171565904770.83,0,284.94,142.47,71.24,0.0
254,00000000000000000000000000000000000000000000000000000000000000fe,776.65215617,170.67387137,0,388.32607809,194.16303904,97.08151952,240.67005183,3063.94133098,0,120.33502592,60.16751296,30.08375648,422.71658528,19416.05739007,0,211.35829264,105.67914632,52.83957316,679.13,453474164928.56,0,339.56,169.78,84.89,0.0
255,00000000000000000000000000000000000000000000000000000000000000ff,775.98765289,179.75916388,0,387.99382645,193.99691322,96.99845661,954.94945463,3227.04071465,0,477.47472731,238.73736366,119.36868183,778.8308602,20449.61079446,0,389.4154301,194.70771505,97.35385752,109.63,477613451167.38,0,54.81,27.41,13.7,0.0
256,0000000000000000000000000000000000000000000000000000000000000100,465.99507631,111.6587437,0,232.99753816,116.49876908,58.24938454,903.69878199,2004.50037865,0,451.849391,225.9246955,112.96234775,337.92929829,12702.42807741,0,168.96464915,84.48232457,42.24116229,665.75,296673153011.9,0,332.88,166.44,83.22,0.0
257,0000000000000000000000000000000000000000000000000000000000000101,295.81789461,65.52985281,0,147.9089473,73.95447365,36.97723683,123.21111453,1176.39345043,0,61.60555727,30.80277863,15.40138932,237.37563742,7454.75199411,0,118.68781871,59.34390936,29.67195468,726.78,174110395708.21,0,363.39,181.69,90.85,0.0
258,0000000000000000000000000000000000000000000000000000000000000102,572.98585597,129.20517285,0,286.49292798,143.24646399,71.623232,369.40766974,2319.49428524,0,184.70383487,92.35191744,46.17595872,835.83399362,14698.53019136,0,417.91699681,208.95849841,104.4792492,713.13,343293366428.39,0,356.56,178.28,89.14,0.0
259,0000000000000000000000000000000000000000000000000000000000000103,609.78568598,137.03639877,0,304.89284299,152.4464215,76.22321075,406.10676708,2460.08063606,0,203.05338354,101.52669177,50.76334588,560.2523948,15589.4195267,0,280.1261974,140.0630987,70.03154935,326.78,364100644099.24,0,163.39,81.69,40.85,0.0
260,0000000000000000000000000000000000000000000000000000000000000104,125.26592416,29.63569555,0,62.63296208,31.31648104,15.65824052,75.64261845,532.02069973,0,37.82130923,18.91065461,9.45532731,950.0086003,3371.39106881,0,475.00430015,237.50215008,118.75107504,815.59,78740947189.39,0,407.8,203.9,101.95,0.0
261,0000000000000000000000000000000000000000000000000000000000000105,503.11161938,112.72696594,0,251.55580969,125.77790484,62.88895242,294.55970701,2023.67712926,0,147.27985351,73.63992675,36.81996338,540.77352147,12823.95027715,0,270.38676073,135.19338037,67.59669018,799.06,299511379997.78,0,399.53,199.76,99.88,0.0
262,0000000000000000000000000000000000000000000000000000000000000106,773.72955216,174.96028909,0,386.86477608,193.43238804,96.71619402,662.98580306,3140.89120213,0,331.49290153,165.74645076,82.87322538,346.87131206,19903.68523701,0,173.43565603,86.71782801,43.35891401,510.11,464863018301.19,0,255.06,127.53,63.76,0.0
263,0000000000000000000000000000000000000000000000000000000000000107,796.67493361,179.34963468,0,398.33746681,199.1687334,99.5843667,563.49593584,3219.68883673,0,281.74796792,140.87398396,70.43699198,689.37001176,20403.02227723,0,344.68500588,172.34250294,86.17125147,148.1,476525347206.47,0,74.05,37.02,18.51,0.0
264,0000000000000000000000000000000000000000000000000000000000000108,520.44171099,121.37718025,0,260.2208555,130.11042775,65.05521387,692.16249236,2178.96597876,0,346.08124618,173.04062309,86.52031154,626.37460438,13808.00868044,0,313.18730219,156.5936511,78.29682555,731.45,322494679527.11,0,365.73,182.86,91.43,0.0
265,0000000000000000000000000000000000000000000000000000000000000109,243.66437112,62.35359047,0,121.83218556,60.91609278,30.45804639,675.07500821,1119.37311457,0,337.5375041,168.76875205,84.38437603,992.7773426,7093.41670927,0,496.3886713,248.19433565,124.09716782,67.49,165671184118.58,0,33.74,16.87,8.44,0.0
266,000000000000000000000000000000000000000000000000000000000000010a,612.24345266,143.16364168,0,306.12172633,153.06086317,76.53043158,866.89112048,2570.07704401,0,433.44556024,216.72278012,108.36139006,602.50582526,16286.46178008,0,301.25291263,150.62645632,75.31322816,555.63,380380501921.11,0,277.81,138.91,69.45,0.0
267,000000000000000000000000000000000000000000000000000000000000010b,385.78523812,90.9322841,0,192.89261906,96.44630953,48.22315476,614.59378534,1632.41849111,0,307.29689267,153.64844633,76.82422317,328.71677016,10344.56201479,0,164.35838508,82.17919254,41.08959627,438.71,241603716293.52,0,219.35,109.68,54.84,0.0
268,000000000000000000000000000000000000000000000000000000000000010c,223.94340969,56.39292606,0,111.97170485,55.98585242,27.99292621,684.07577399,1012.36712779,0,342.037887,171.0189435,85.50947175,25.53179718,6415.32461939,0,12.76589859,6.3829493,3.19147465,567.46,149833919218.4,0,283.73,141.87,70.93,0.0
269,000000000000000000000000000000000000000000000000000000000000010d,723.36663789,163.84543321,0,361.68331894,180.84165947,90.42082974,676.65626617,2941.35704943,0,338.32813308,169.16406654,84.58203327,108.90199129,18639.24635206,0,54.45099564,27.22549782,13.61274891,227.3,435331257247.01,0,113.65,56.83,28.41,0.0
270,000000000000000000000000000000000000000000000000000000000000010e,883.14823469,199.86085427,0,441.57411734,220.78705867,110.39352934,737.52123125,3587.90673062,0,368.76061563,184.38030781,92.19015391,601.4187172,22736.40238723,0,300.7093586,150.3546793,75.17733965,506.21,531022899185.63,0,253.1,126.55,63.28,0.0
271,000000000000000000000000000000000000000000000000000000000000010f,620.1831031,136.02018763,0,310.09155155,155.04577578,77.52288789,144.85165627,2441.83758984,0,72.42582814,36.21291407,18.10645703,495.33170163,15473.81416937,0,247.66585081,123.83292541,61.9164627,572.51,361400608668.65,0,286.25,143.13,71.56,0.0
272,0000000000000000000000000000000000000000000000000000000000000110,521.73627635,121.33300819,0,260.86813818,130.43406909,65.21703454,650.6872786,2178.17300101,0,325.3436393,162.67181965,81.33590983,718.5591978,13802.98361641,0,359.2795989,179.63979945,89.81989972,944.3,322377316013.51,0,472.15,236.07,118.04,0.0
273,0000000000000000000000000000000000000000000000000000000000000111,607.07054666,140.29186218,0,303.53527333,151.76763666,75.88381833,774.11763751,2518.52279144,0,387.05881876,193.52940938,96.76470469,259.47261908,15959.76481746,0,129.73630954,64.86815477,32.43407739,851.98,372750290012.8,0,425.99,213.0,106.5,0.0
274,0000000000000000000000000000000000000000000000000000000000000112,66.41965882,24.67036238,0,33.20982941,16.6049147,8.30245735,740.26754677,442.88292242,0,370.13377338,185.06688669,92.53344335,805.65545271,2806.52901274,0,402.82772635,201.41386318,100.70693159,189.97,65548240553.25,0,94.98,47.49,23.75,0.0
275,0000000000000000000000000000000000000000000000000000000000000113,565.23644639,128.37904316,0,282.61822319,141.3091116,70.6545558,508.00116506,2304.66358555,0,254.00058253,127.00029127,63.50014563,402.06373684,14604.54871943,0,201.03186842,100.51593421,50.2579671,960.17,341098370367.01,0,480.08,240.04,120.02,0.0
276,0000000000000000000000000000000000000000000000000000000000000114,773.01448497,174.34222493,0,386.50724249,193.25362124,96.62681062,585.73425144,3129.7957,0,292.86712572,146.43356286,73.21678143,590.75038474,19833.37354271,0,295.37519237,147.68759618,73.84379809,758.36,463220844701.36,0,379.18,189.59,94.8,0.0
277,0000000000000000000000000000000000000000000000000000000000000115,913.18230615,199.6368936,0,456.59115308,228.29557654,114.14778827,165.44834939,3583.88618344,0,82.7241747,41.36208735,20.68104367,691.41405018,22710.92436188,0,345.70702509,172.85351255,86.42675627,312.26,530427843967.33,0,156.13,78.06,39.03,0.0
278,0000000000000000000000000000000000000000000000000000000000000116,126.43747911,34.35253036,0,63.21873955,31.60936978,15.80468489,546.64721584,616.69742863,0,273.32360792,136.66180396,68.33090198,327.59450739,3907.98366323,0,163.79725369,81.89862685,40.94931342,681.1,91273402866.42,0,340.55,170.28,85.14,0.0
279,0000000000000000000000000000000000000000000000000000000000000117,566.91540245,124.24434306,0,283.45770122,141.72885061,70.86442531,117.17088576,2230.43735268,0,58.58544288,29.29272144,14.64636072,500.13710367,14134.1804449,0,250.06855183,125.03427592,62.51713796,590.05,330112625103.57,0,295.02,147.51,73.76,0.0
280,0000000000000000000000000000000000000000000000000000000000000118,467.04217538,111.86889977,0,233.52108769,116.76054385,58.38027192,947.02204766,2008.27310544,0,473.51102383,236.75551191,118.37775596,55.4626001,12726.33567615,0,27.73130005,13.86565003,6.93282501,116.26,297231529934.32,0,58.13,29.07,14.53,0.0
281,0000000000000000000000000000000000000000000000000000000000000119,808.73010711,182.43430149,0,404.36505355,202.18252678,101.09126339,700.29715458,3275.06484751,0,350.14857729,175.07428864,87.53714432,83.1017976,20753.93754854,0,41.5508988,20.7754494,10.3877247,790.16,484721192862.6,0,395.08,197.54,98.77,0.0
282,000000000000000000000000000000000000000000000000000000000000011a,229.31486617,54.81125086,0,114.65743308,57.32871654,28.66435827,411.83823644,983.97285748,0,205.91911822,102.95955911,51.47977956,302.78779958,6235.39141494,0,151.39389979,75.6969499,37.84847495,973.17,145631466681.74,0,486.58,243.29,121.65,0.0
283,000000000000000000000000000000000000000000000000000000000000011b,510.52022716,117.13874589,0,255.26011358,127.63005679,63.81502839,557.02602781,2102.87750622,0,278.5130139,139.25650695,69.62825348,368.92326363,13325.83947747,0,184.46163182,92.23081591,46.11540795,927.03,311233316198.81,0,463.51,231.76,115.88,0.0
284,000000000000000000000000000000000000000000000000000000000000011c,613.16822243,138.79016701,0,306.58411122,153.29205561,76.6460278,431.01930759,2491.56432448,0,215.50965379,107.7548269,53.87741345,945.47080798,15788.93023378,0,472.73540399,236.367702,118.183851,889.42,368760341455.44,0,444.71,222.35,111.18,0.0
285,000000000000000000000000000000000000000000000000000000000000011d,697.27499569,150.39654764,0,348.63749784,174.31874892,87.15937446,15.37196668,2699.92234118,0,7.68598334,3.84299167,1.92149583,152.0664403,17109.28554508,0,76.03322015,38.01661008,19.00830504,31.8,399598065622.01,0,15.9,7.95,3.98,0.0
286,000000000000000000000000000000000000000000000000000000000000011e,251.7480286,67.53397206,0,125.8740143,62.93700715,31.46850357,990.47513639,1212.37144596,0,495.23756819,247.6187841,123.80939205,815.34772021,7682.74292163,0,407.67386011,203.83693005,101.91846503,522.85,179435266426.7,0,261.43,130.71,65.36,0.0
287,000000000000000000000000000000000000000000000000000000000000011f,320.98723534,79.80652216,0,160.49361767,80.24680883,40.12340442,885.50416205,1432.68855249,0,442.75208102,221.37604051,110.68802026,97.01191956,9078.88244333,0,48.50595978,24.25297989,12.12648994,939.99,212042978230.08,0,470.0,235.0,117.5,0.0
288,0000000000000000000000000000000000000000000000000000000000000120,418.20803201,93.3577236,0,209.10401601,104.552008,52.276004,148.23068141,1675.96003773,0,74.1153407,37.05767035,18.52883518,878.84334481,10620.48282286,0,439.4216724,219.7108362,109.8554181,762.8,248048019352.22,0,381.4,190.7,95.35,0.0
289,0000000000000000000000000000000000000000000000000000000000000121,651.59817653,145.85291461,0,325.79908827,162.89954413,81.44977207,468.82546641,2618.35493452,0,234.4127332,117.2063666,58.6031833,70.84003628,16592.3965848,0,35.42001814,17.71000907,8.85500454,193.18,387525800644.83,0,96.59,48.3,24.15,0.0
290,0000000000000000000000000000000000000000000000000000000000000122,325.6506568,77.23157977,0,162.8253284,81.4126642,40.7063321,462.4079203,1386.46312656,0,231.20396015,115.60198008,57.80099004,885.27860403,8785.95401367,0,442.63930201,221.31965101,110.6598255,839.87,205201451530.86,0,419.94,209.97,104.98,0.0
291,0000000000000000000000000000000000000000000000000000000000000123,481.04417083,104.46334681,0,240.52208541,120.26104271,60.13052135,80.12346435,1875.32844536,0,40.06173218,20.03086609,10.01543304,37.9225838,11883.87138882,0,18.9612919,9.48064595,4.74032297,990.48,277555249549.24,0,495.24,247.62,123.81,0.0
292,0000000000000000000000000000000000000000000000000000000000000124,153.27042235,35.20669318,0,76.63521117,38.31760559,19.15880279,99.54498982,632.03137931,0,49.77249491,24.88624745,12.44312373,560.23756242,4005.15421397,0,280.11878121,140.05939061,70.0296953,274.34,93542881858.11,0,137.17,68.58,34.29,0.0
293,0000000000000000000000000000000000000000000000000000000000000125,265.54208488,66.75522692,0,132.77104244,66.38552122,33.19276061,669.79977311,1198.39139511,0,334.89988656,167.44994328,83.72497164,866.20415596,7594.15197284,0,433.10207798,216.55103899,108.27551949,584.09,177366169405.18,0,292.05,146.02,73.01,0.0
294,0000000000000000000000000000000000000000000000000000000000000126,657.78632563,142.96164608,0,328.89316281,164.44658141,82.2232907,71.39548596,2566.45081431,0,35.69774298,17.84887149,8.92443575,355.64312214,16263.48252675,0,177.82156107,88.91078054,44.45539027,795.16,379843807086.13,0,397.58,198.79,99.39,0.0
295,0000000000000000000000000000000000000000000000000000000000000127,507.71633893,121.68653162,0,253.85816947,126.92908473,63.46454237,955.37482016,2184.51946197,0,477.68741008,238.84370504,119.42185252,569.73571447,13843.20085192,0,284.86785723,142.43392862,71.21696431,496.71,323316614704.46,0,248.35,124.18,62.09,0.0
296,0000000000000000000000000000000000000000000000000000000000000128,213.94414436,48.4069484,0,106.97207218,53.48603609,26.74301804,165.17787502,869.00266977,0,82.58893751,41.29446875,20.64723438,226.04550681,5506.83054468,0,113.02275341,56.5113767,28.25568835,784.94,128615471848.07,0,392.47,196.24,98.12,0.0
297,0000000000000000000000000000000000000000000000000000000000000129,523.24120527,113.71397861,0,261.62060264,130.81030132,65.40515066,23.43503176,2041.39600384,0,11.71751588,5.85875794,2.92937897,491.125123,12936.2339825,0,245.5625615,122.78128075,61.39064037,852.58,302133836168.85,0,426.29,213.15,106.57,0.0
298,000000000000000000000000000000000000000000000000000000000000012a,557.30209784,122.83963238,0,278.65104892,139.32552446,69.66276223,169.52060925,2205.21995372,0,84.76030463,42.38015231,21.19007616,518.81112833,13974.37893026,0,259.40556416,129.70278208,64.85139104,0.35,326380360774.73,0,0.17,0.09,0.04,0.0
299,000000000000000000000000000000000000000000000000000000000000012b,550.01907734,125.15222751,0,275.00953867,137.50476933,68.75238467,525.32100106,2246.73571558,0,262.66050053,131.33025026,65.66512513,316.20026862,14237.46243211,0,158.10013431,79.05006715,39.52503358,560.53,332524840517.15,0,280.26,140.13,70.07,0.0
300,000000000000000000000000000000000000000000000000000000000000012c,504.36675049,118.36531445,0,252.18337525,126.09168762,63.04584381,699.22153499,2124.89689368,0,349.6107675,174.80538375,87.40269187,816.82026269,13465.37533815,0,408.41013135,204.20506567,102.10253284,719.79,314492263503.41,0,359.89,179.95,89.97,0.0
301,000000000000000000000000000000000000000000000000000000000000012d,721.15113981,165.15029527,0,360.57556991,180.28778495,90.14389248,780.0171518,2964.78196356,0,390.0085759,195.00428795,97.50214397,396.32697625,18787.68897155,0,198.16348812,99.08174406,49.54087203,439.35,438798227474.86,0,219.68,109.84,54.92,0.0
302,000000000000000000000000000000000000000000000000000000000000012e,707.94001,162.76673787,0,353.970005,176.9850025,88.49250125,863.7181473,2921.99228525,0,431.85907365,215.92953683,107.96476841,107.73079241,18516.53271887,0,53.86539621,26.9326981,13.46634905,12.5,432465203587.49,0,6.25,3.12,1.56,0.0
303,000000000000000000000000000000000000000000000000000000000000012f,635.74862501,146.84660651,0,317.8743125,158.93715625,79.46857813,836.76915257,2636.19371485,0,418.38457628,209.19228814,104.59614407,68.0066268,16705.44012746,0,34.0033134,17.0016567,8.50082835,237.02,390166003291.74,0,118.51,59.26,29.63,0.0
304,0000000000000000000000000000000000000000000000000000000000000130,653.6530388,141.06173349,0,326.8265194,163.4132597,81.70662985,26.4265874,2532.34353892,0,13.2132937,6.60664685,3.30332342,105.60464937,16047.34626802,0,52.80232469,26.40116234,13.20058117,159.79,374795809572.15,0,79.89,39.95,19.97,0.0
305,0000000000000000000000000000000000000000000000000000000000000131,954.30065395,211.54265448,0,477.15032697,238.57516349,119.28758174,489.69760236,3797.61868127,0,244.84880118,122.42440059,61.2122003,258.12858874,24065.33751659,0,129.06429437,64.53214718,32.26607359,924.68,562061010369.73,0,462.34,231.17,115.58,0.0
306,0000000000000000000000000000000000000000000000000000000000000132,835.62734526,182.27193272,0,417.81367263,208.90683631,104.45341816,173.17440953,3272.1499995,0,86.58720476,43.29360238,21.64680119,277.68718875,20735.46628874,0,138.84359438,69.42179719,34.71089859,470.29,484289785036.33,0,235.15,117.57,58.79,0.0
307,0000000000000000000000000000000000000000000000000000000000000133,469.72742545,108.16998789,0,234.86371272,117.43185636,58.71592818,503.63607986,1941.87015275,0,251.81803993,125.90901996,62.95450998,602.67000203,12305.54317366,0,301.33500101,150.66750051,75.33375025,694.59,287403657836.46,0,347.3,173.65,86.82,0.0
308,0000000000000000000000000000000000000000000000000000000000000134,620.78345202,143.63071786,0,310.39172601,155.19586301,77.5979315,758.13579354,2578.46200657,0,379.06789677,189.53394839,94.76697419,567.28533464,16339.59690789,0,283.64266732,141.82133366,70.91066683,936.16,381621506066.62,0,468.08,234.04,117.02,0.0
309,0000000000000000000000000000000000000000000000000000000000000135,605.27437199,140.06620495,0,302.63718599,151.318593,75.6592965,801.31550869,2514.47178751,0,400.65775435,200.32887717,100.16443859,172.06442171,15934.09378903,0,86.03221086,43.01610543,21.50805271,274.95,372150727086.85,0,137.47,68.74,34.37,0.0
310,0000000000000000000000000000000000000000000000000000000000000136,455.86351354,107.95938414,0,227.93175677,113.96587838,56.98293919,746.57684515,1938.08938934,0,373.28842258,186.64421129,93.32210564,528.91317708,12281.58464723,0,264.45658854,132.22829427,66.11414713,187.35,286844091465.95,0,93.67,46.84,23.42,0.0
311,0000000000000000000000000000000000000000000000000000000000000137,87.0343835,26.70088841,0,43.51719175,21.75859588,10.87929794,622.88067569,479.33497327,0,311.44033784,155.72016892,77.86008446,278.69300529,3037.52400743,0,139.34650264,69.67325132,34.83662566,402.51,70943273139.63,0,201.25,100.63,50.31,0.0
312,0000000000000000000000000000000000000000000000000000000000000138,764.81597237,175.16590765,0,382.40798619,191.20399309,95.60199655,755.5612148,3144.58247132,0,377.7806074,188.8903037,94.44515185,883.03360947,19927.07664262,0,441.51680473,220.75840237,110.37920118,687.32,465409339210.11,0,343.66,171.83,85.92,0.0
313,0000000000000000000000000000000000000000000000000000000000000139,353.58645774,88.85002343,0,176.79322887,88.39661444,44.19830722,930.23758268,1595.03769873,0,465.11879134,232.55939567,116.27969783,889.77770397,10107.68162718,0,444.88885198,222.44442599,111.222213,709.07,236071226674.14,0,354.54,177.27,88.63,0.0
314,000000000000000000000000000000000000000000000000000000000000013a,836.26556982,189.44100354,0,418.13278491,209.06639245,104.53319623,789.89593461,3400.84932662,0,394.94796731,197.47398365,98.73699183,89.98073306,21551.02809347,0,44.99036653,22.49518327,11.24759163,274.92,503337741112.99,0,137.46,68.73,34.37,0.0
315,000000000000000000000000000000000000000000000000000000000000013b,40.24696602,13.99203661,0,20.12348301,10.06174151,5.03087075,439.8508984,251.18536838,0,219.9254492,109.9627246,54.9813623,37.09502191,1591.75029843,0,18.54751095,9.27375548,4.63687774,586.07,37176323846.43,0,293.04,146.52,73.26,0.0
316,000000000000000000000000000000000000000000000000000000000000013c,853.46622945,195.12455136,0,426.73311473,213.36655736,106.68327868,824.72042992,3502.88050987,0,412.36021496,206.18010748,103.09005374,919.60225551,22197.59507874,0,459.80112775,229.90056388,114.95028194,808.29,518438717476.43,0,404.14,202.07,101.04,0.0
317,000000000000000000000000000000000000000000000000000000000000013d,16.04583509,6.08275637,0,8.02291755,4.01145877,2.00572939,105.26182706,109.19778453,0,52.63091353,26.31545677,13.15772838,725.85207999,691.98141287,0,362.92603999,181.46302,90.73151,203.33,16161658726.22,0,101.67,50.83,25.42,0.0
318,000000000000000000000000000000000000000000000000000000000000013e,368.14674748,81.96548351,0,184.07337374,92.03668687,46.01834343,108.01057265,1471.44627729,0,54.00528633,27.00264316,13.50132158,801.30305689,9324.48838932,0,400.65152844,200.32576422,100.16288211,552.17,217779258723.08,0,276.08,138.04,69.02,0.0
319,000000000000000000000000000000000000000000000000000000000000013f,309.26959459,70.02978661,0,154.63479729,77.31739865,38.65869932,281.73508487,1257.17636729,0,140.86754243,70.43377122,35.21688561,83.37489816,7966.66967797,0,41.68744908,20.84372454,10.42186227,751.78,186066553415.02,0,375.89,187.94,93.97,0.0
320,0000000000000000000000000000000000000000000000000000000000000140,358.74435261,79.52395724,0,179.37217631,89.68608815,44.84304408,161.81304293,1427.61594048,0,80.90652146,40.45326073,20.22663037,238.21601231,9046.73753089,0,119.10800615,59.55400308,29.77700154,169.27,211292213693.48,0,84.64,42.32,21.16,0.0
321,0000000000000000000000000000000000000000000000000000000000000141,629.07281812,147.22914975,0,314.53640906,157.26820453,78.63410226,882.68226118,2643.06113998,0,441.34113059,220.67056529,110.33528265,738.90207914,16748.9586894,0,369.45103957,184.72551978,92.36275989,85.08,391182406526.22,0,42.54,21.27,10.63,0.0
322,0000000000000000000000000000000000000000000000000000000000000142,221.9840571,58.01071221,0,110.99202855,55.49601428,27.74800714,742.14294672,1041.40966242,0,371.07147336,185.53573668,92.76786834,736.40448411,6599.36584543,0,368.20224205,184.10112103,92.05056051,288.06,154132317168.61,0,144.03,72.02,36.01,0.0
323,0000000000000000000000000000000000000000000000000000000000000143,343.01691364,81.93204235,0,171.50845682,85.75422841,42.8771142,575.71468205,1470.84594079,0,287.85734102,143.92867051,71.96433526,678.58915444,9320.68408412,0,339.29457722,169.64728861,84.82364431,894.51,217690406795.55,0,447.25,223.63,111.81,0.0
324,0000000000000000000000000000000000000000000000000000000000000144,688.3366864,159.02757971,0,344.1683432,172.0841716,86.0420858,904.37674496,2854.8668307,0,452.18837248,226.09418624,113.04709312,101.8500728,18091.16175475,0,50.9250364,25.4625182,12.7312591,280.54,422530398654.38,0,140.27,70.14,35.07,0.0
325,0000000000000000000000000000000000000000000000000000000000000145,979.48477,221.27811808,0,489.742385,244.8711925,122.43559625,775.38920119,3972.38995166,0,387.69460059,193.8473003,96.92365015,733.6100701,25172.85513838,0,366.80503505,183.40251753,91.70125876,698.15,587927777169.72,0,349.07,174.54,87.27,0.0
326,0000000000000000000000000000000000000000000000000000000000000146,398.26060844,90.08152061,0,199.13030422,99.56515211,49.78257605,329.84051415,1617.14556499,0,164.92025707,82.46012854,41.23006427,263.84807478,10247.77817401,0,131.92403739,65.96201869,32.98100935,487.84,239343269154.59,0,243.92,121.96,60.98,0.0
327,0000000000000000000000000000000000000000000000000000000000000147,31.69957161,11.95856392,0,15.8497858,7.9248929,3.96244645,336.68773571,214.68041925,0,168.34386786,84.17193393,42.08596696,587.32052204,1360.4200898,0,293.66026102,146.83013051,73.41506526,873.46,31773462128.93,0,436.73,218.37,109.18,0.0
328,0000000000000000000000000000000000000000000000000000000000000148,536.74025987,120.22755037,0,268.37012994,134.18506497,67.09253248,350.50537659,2158.3277963,0,175.2526883,87.62634415,43.81317207,329.04857948,13677.22545329,0,164.52428974,82.26214487,41.13107244,822.67,319440155453.27,0,411.33,205.67,102.83,0.0
329,0000000000000000000000000000000000000000000000000000000000000149,598.75814486,131.55723974,0,299.37907243,149.68953622,74.84476811,232.49806385,2361.71864496,0,116.24903192,58.12451596,29.06225798,15.97765092,14966.1040458,0,7.98882546,3.99441273,1.99720637,175.65,349542721164.1,0,87.83,43.91,21.96,0.0
330,000000000000000000000000000000000000000000000000000000000000014a,86.16700615,23.42971015,0,43.08350308,21.54175154,10.77087577,364.91399616,420.61070471,0,182.45699808,91.22849904,45.61424952,281.36448869,2665.39097828,0,140.68224434,70.34112217,35.17056109,636.4,62251873477.6,0,318.2,159.1,79.55,0.0
331,000000000000000000000000000000000000000000000000000000000000014b,861.43908817,197.03763761,0,430.71954408,215.35977204,107.67988602,839.07454014,3537.22427913,0,419.53727007,209.76863503,104.88431752,933.82112105,22415.22998848,0,466.91056052,233.45528026,116.72764013,260.85,523521716922.2,0,130.43,65.21,32.61,0.0
332,000000000000000000000000000000000000000000000000000000000000014c,912.88993241,199.35137515,0,456.44496621,228.2224831,114.11124155,204.62819258,3578.76054949,0,102.31409629,51.15704814,25.57852407,325.33092293,22678.4434518,0,162.66546146,81.33273073,40.66636537,92.27,529669231995.79,0,46.13,23.07,11.53,0.0
333,000000000000000000000000000000000000000000000000000000000000014d,705.82564169,161.60829089,0,352.91282084,176.45641042,88.22820521,782.07406308,2901.19581823,0,391.03703154,195.51851577,97.75925788,252.72377819,18384.74644957,0,126.36188909,63.18094455,31.59047227,442.89,429387252836.63,0,221.44,110.72,55.36,0.0
334,000000000000000000000000000000000000000000000000000000000000014e,993.43066769,221.06385755,0,496.71533384,248.35766692,124.17883346,546.39021919,3968.54354157,0,273.1951096,136.5975548,68.2987774,484.90311795,25148.48061188,0,242.45155898,121.22577949,60.61288974,509.79,587358494857.47,0,254.9,127.45,63.72,0.0
335,000000000000000000000000000000000000000000000000000000000000014f,475.82320096,105.74028889,0,237.91160048,118.95580024,59.47790012,270.60221372,1898.25213956,0,135.30110686,67.65055343,33.82527672,100.41960393,12029.13780037,0,50.20980196,25.10490098,12.55245049,660.08,280948037453.93,0,330.04,165.02,82.51,0.0
336,0000000000000000000000000000000000000000000000000000000000000150,517.3812609,124.62000174,0,258.69063045,129.34531523,64.67265761,991.34879084,2237.18118622,0,495.67439542,247.83719771,123.91859885,794.32736198,14176.91581244,0,397.16368099,198.58184049,99.29092025,973.09,331110736343.24,0,486.55,243.27,121.64,0.0
337,0000000000000000000000000000000000000000000000000000000000000151,685.39617536,158.78538005,0,342.69808768,171.34904384,85.67452192,878.86296289,2850.51885678,0,439.43148144,219.71574072,109.85787036,469.9019277,18063.60884107,0,234.95096385,117.47548192,58.73774096,173.56,421886883121.13,0,86.78,43.39,21.7,0.0
338,0000000000000000000000000000000000000000000000000000000000000152,531.48239662,119.35651884,0,265.74119831,132.87059916,66.43529958,329.08822498,2142.69101804,0,164.54411249,82.27205625,41.13602812,602.06055282,13578.13589796,0,301.03027641,150.5151382,75.2575691,848.12,317125856908.79,0,424.06,212.03,106.02,0.0
339,0000000000000000000000000000000000000000000000000000000000000153,364.53926988,80.15587429,0,182.26963494,91.13481747,45.56740874,14.43992046,1438.96013019,0,7.21996023,3.60998011,1.80499006,847.21299956,9118.62514709,0,423.60649978,211.80324989,105.90162494,561.13,212971193934.93,0,280.56,140.28,70.14,0.0
340,0000000000000000000000000000000000000000000000000000000000000154,633.44085269,143.72377848,0,316.72042635,158.36021317,79.18010659,602.60686733,2580.13263298,0,301.30343367,150.65171683,75.32585842,162.18133421,16350.1835918,0,81.0906671,40.54533355,20.27266678,993.65,381868764691.09,0,496.82,248.41,124.21,0.0
341,0000000000000000000000000000000000000000000000000000000000000155,246.93833822,63.44994423,0,123.46916911,61.73458455,30.86729228,735.97506199,1139.05488294,0,367.98753099,183.9937655,91.99688275,814.46853539,7218.13918368,0,407.2342677,203.61713385,101.80856692,332.11,168584155521.1,0,166.06,83.03,41.51,0.0
342,0000000000000000000000000000000000000000000000000000000000000156,648.73418283,150.97042769,0,324.36709142,162.18354571,81.09177285,859.99655996,2710.22464896,0,429.99827998,214.99913999,107.49957,625.40803727,17174.57080274,0,312.70401864,156.35200932,78.17600466,971.03,401122843650.09,0,485.51,242.76,121.38,0.0
343,0000000000000000000000000000000000000000000000000000000000000157,76.50214051,19.34231751,0,38.25107026,19.12553513,9.56276756,219.36896425,347.23373626,0,109.68448213,54.84224106,27.42112053,140.59221622,2200.40445383,0,70.29610811,35.14805406,17.57402703,727.68,51391822353.89,0,363.84,181.92,90.96,0.0
