rn,id,e_btc,d_btc,btc,vl_btc,m_btc,pm_btc,e_eth,d_eth,eth,vl_eth,m_eth,pm_eth,e_bnb,d_bnb,bnb,vl_bnb,m_bnb,pm_bnb,e_shib,d_shib,shib,vl_shib,m_shib,pm_shib,total_net_balance_usdt
2176,0000000000000000000000000000000000000000000000000000000000000880,952.94586429,214.13386268,0,476.47293215,238.23646607,119.11823304,718.57263757,3844.13611155,0,359.28631878,179.64315939,89.8215797,332.84507378,24360.11636463,0,166.42253689,83.21126845,41.60563422,984.7,568945754747.43,0,492.35,246.18,123.09,0.0
2177,0000000000000000000000000000000000000000000000000000000000000881,511.77830852,114.04690528,0,255.88915426,127.94457713,63.97228856,228.8246119,2047.37271112,0,114.41230595,57.20615298,28.60307649,669.75900142,12974.10810579,0,334.87950071,167.43975036,83.71987518,603.76,303018410008.28,0,301.88,150.94,75.47,0.0
2178,0000000000000000000000000000000000000000000000000000000000000882,202.32065675,52.43246694,0,101.16032838,50.58016419,25.29008209,670.62044303,941.26887298,0,335.31022152,167.65511076,83.82755538,475.21457545,5964.7782,0,237.60728772,118.80364386,59.40182193,975.58,139311125780.46,0,487.79,243.9,121.95,0.0
2179,0000000000000000000000000000000000000000000000000000000000000883,258.59326867,58.04847237,0,129.29663433,64.64831717,32.32415858,105.29751804,1042.0875339,0,52.64875902,26.32437951,13.16218975,627.3370378,6603.66148629,0,313.6685189,156.83425945,78.41712972,658.84,154232644548.16,0,329.42,164.71,82.36,0.0
2180,0000000000000000000000000000000000000000000000000000000000000884,54.4607926,18.28727226,0,27.2303963,13.61519815,6.80759907,485.3330071,328.29353924,0,242.66650355,121.33325177,60.66662589,404.4326923,2080.38128354,0,202.21634615,101.10817307,50.55408654,261.77,48588606138.3,0,130.88,65.44,32.72,0.0
2181,0000000000000000000000000000000000000000000000000000000000000885,475.56577932,105.327162,0,237.78288966,118.89144483,59.44572241,100.49355752,1890.83567595,0,50.24677876,25.12338938,12.56169469,989.09652443,11982.14000644,0,494.54826222,247.27413111,123.63706555,797.86,279850374580.11,0,398.93,199.47,99.73,0.0
2182,0000000000000000000000000000000000000000000000000000000000000886,39.16133388,10.57137329,0,19.58066694,9.79033347,4.89516674,129.19855992,189.77754063,0,64.59927996,32.29963998,16.14981999,319.37201989,1202.61167629,0,159.68600994,79.84300497,39.92150249,899.32,28087747923.41,0,449.66,224.83,112.42,0.0
2183,0000000000000000000000000000000000000000000000000000000000000887,908.89793668,202.64867824,0,454.44896834,227.22448417,113.61224209,593.23730248,3637.95381181,0,296.61865124,148.30932562,74.15466281,61.41435899,23053.54847308,0,30.70717949,15.35358975,7.67679487,931.38,538430044392.83,0,465.69,232.84,116.42,0.0
2184,0000000000000000000000000000000000000000000000000000000000000888,770.45244208,171.91472403,0,385.22622104,192.61311052,96.30655526,456.73393212,3086.21714682,0,228.36696606,114.18348303,57.09174152,415.33056487,19557.21822574,0,207.66528243,103.83264122,51.91632061,81.3,456771064540.6,0,40.65,20.32,10.16,0.0
2185,0000000000000000000000000000000000000000000000000000000000000889,232.96360404,57.73068341,0,116.48180202,58.24090101,29.12045051,578.93126609,1036.38257892,0,289.46563305,144.73281652,72.36640826,373.46496545,6567.50944509,0,186.73248273,93.36624136,46.68312068,862.89,153388291012.91,0,431.44,215.72,107.86,0.0
2186,000000000000000000000000000000000000000000000000000000000000088a,913.24776657,208.53024752,0,456.62388328,228.31194164,114.15597082,897.467869,3743.53988108,0,448.7339345,224.36696725,112.18348362,750.51697552,23722.64261003,0,375.25848776,187.62924388,93.81462194,522.53,554057156474.24,0,261.26,130.63,65.32,0.0
2187,000000000000000000000000000000000000000000000000000000000000088b,385.9852048,94.57193677,0,192.9926024,96.4963012,48.2481506,957.6590103,1697.75762098,0,478.82950515,239.41475257,119.70737629,57.6586854,10758.61312031,0,28.8293427,14.41467135,7.20733568,535.47,251274138848.33,0,267.74,133.87,66.93,0.0
2188,000000000000000000000000000000000000000000000000000000000000088c,320.28960479,74.9208922,0,160.14480239,80.0724012,40.0362006,348.96294651,1344.98160921,0,174.48147325,87.24073663,43.62036831,991.50773328,8523.0875177,0,495.75386664,247.87693332,123.93846666,885.86,199062040096.83,0,442.93,221.47,110.73,0.0
2189,000000000000000000000000000000000000000000000000000000000000088d,340.45729723,74.04580936,0,170.22864861,85.11432431,42.55716215,29.34309061,1329.2721017,0,14.67154531,7.33577265,3.66788633,259.63259807,8423.53708037,0,129.81629903,64.90814952,32.45407476,308.82,196736977364.99,0,154.41,77.2,38.6,0.0
2190,000000000000000000000000000000000000000000000000000000000000088e,762.40749847,168.32699092,0,381.20374923,190.60187462,95.30093731,273.09549101,3021.81007832,0,136.5477455,68.27387275,34.13693638,596.03176912,19149.07355089,0,298.01588456,149.00794228,74.50397114,341.59,447238590368.18,0,170.79,85.4,42.7,0.0
2191,000000000000000000000000000000000000000000000000000000000000088f,173.88718904,43.93504543,0,86.94359452,43.47179726,21.73589863,531.57467179,788.72296329,0,265.7873359,132.89366795,66.44683397,95.12247787,4998.10168205,0,47.56123893,23.78061947,11.89030973,233.12,116733791055.58,0,116.56,58.28,29.14,0.0
2192,0000000000000000000000000000000000000000000000000000000000000890,682.19952349,155.24492813,0,341.09976175,170.54988087,85.27494044,668.77678003,2786.96058103,0,334.38839002,167.19419501,83.5970975,291.6696789,17660.84292736,0,145.83483945,72.91741973,36.45870986,9.23,412480033279.77,0,4.62,2.31,1.15,0.0
2193,0000000000000000000000000000000000000000000000000000000000000891,952.15630836,218.34802467,0,476.07815418,238.03907709,119.01953855,995.50057586,3919.78884604,0,497.75028793,248.87514397,124.43757198,897.42848404,24839.52431536,0,448.71424202,224.35712101,112.1785605,365.07,580142627302.32,0,182.53,91.27,45.63,0.0
2194,0000000000000000000000000000000000000000000000000000000000000892,673.48679971,148.64232162,0,336.74339986,168.37169993,84.18584996,234.57414313,2668.43043455,0,117.28707157,58.64353578,29.32176789,541.03335654,16909.72275959,0,270.51667827,135.25833913,67.62916957,320.47,394937151942.09,0,160.24,80.12,40.06,0.0
2195,0000000000000000000000000000000000000000000000000000000000000893,234.93771597,53.74183643,0,117.46885798,58.73442899,29.3672145,148.22532766,964.7747045,0,74.11266383,37.05633192,18.52816596,767.81973685,6113.73358942,0,383.90986843,191.95493421,95.97746711,508.17,142790072070.79,0,254.09,127.04,63.52,0.0
2196,0000000000000000000000000000000000000000000000000000000000000894,406.17612331,93.62021137,0,203.08806165,101.54403083,50.77201541,493.45852828,1680.67222438,0,246.72926414,123.36463207,61.68231603,198.79188247,10650.34373623,0,99.39594123,49.69797062,24.84898531,587.87,248745439661.62,0,293.94,146.97,73.48,0.0
2197,0000000000000000000000000000000000000000000000000000000000000895,336.52485714,82.28132035,0,168.26242857,84.13121428,42.06560714,688.36853188,1477.11618762,0,344.18426594,172.09213297,86.04606648,888.04784928,9360.41835418,0,444.02392464,222.01196232,111.00598116,4.34,218618425526.24,0,2.17,1.08,0.54,0.0
2198,0000000000000000000000000000000000000000000000000000000000000896,17.88431324,6.37366122,0,8.94215662,4.47107831,2.23553916,126.008053,114.42011541,0,63.0040265,31.50201325,15.75100663,539.14966631,725.07508707,0,269.57483316,134.78741658,67.39370829,102.15,16934582187.04,0,51.08,25.54,12.77,0.0
2199,0000000000000000000000000000000000000000000000000000000000000897,753.61807643,166.6617882,0,376.80903821,188.40451911,94.20225955,317.06715987,2991.91632001,0,158.53357994,79.26678997,39.63339498,436.24931702,18959.63815894,0,218.12465851,109.06232925,54.53116463,302.58,442814208299.2,0,151.29,75.64,37.82,0.0
2200,0000000000000000000000000000000000000000000000000000000000000898,579.22292046,134.56478227,0,289.61146023,144.80573011,72.40286506,683.82340359,2415.71011895,0,341.91170179,170.9558509,85.47792545,969.53945005,15308.24557016,0,484.76972503,242.38486251,121.19243126,743.18,357533650472.2,0,371.59,185.79,92.9,0.0
2201,0000000000000000000000000000000000000000000000000000000000000899,971.41304751,219.98615055,0,485.70652375,242.85326188,121.42663094,921.59807302,3949.19652026,0,460.79903651,230.39951826,115.19975913,41.78126621,25025.87941445,0,20.8906331,10.44531655,5.22265828,10.33,584495067205.18,0,5.17,2.58,1.29,0.0
2202,000000000000000000000000000000000000000000000000000000000000089a,948.79034929,209.00733521,0,474.39517464,237.19758732,118.59879366,320.79070921,3752.10457033,0,160.3953546,80.1976773,40.09883865,613.947706,23776.91665776,0,306.973853,153.4869265,76.74346325,311.55,555324760806.8,0,155.78,77.89,38.94,0.0
2203,000000000000000000000000000000000000000000000000000000000000089b,414.61721573,93.20181882,0,207.30860786,103.65430393,51.82715197,197.20073497,1673.1612315,0,98.60036749,49.30018374,24.65009187,894.53115373,10602.74691462,0,447.26557687,223.63278843,111.81639422,773.31,247633786121.5,0,386.65,193.33,96.66,0.0
2204,000000000000000000000000000000000000000000000000000000000000089c,913.71390073,206.77989236,0,456.85695036,228.42847518,114.21423759,747.61186608,3712.11746418,0,373.80593304,186.90296652,93.45148326,721.03615607,23523.52017789,0,360.51807803,180.25903902,90.12951951,837.53,549406527522.18,0,418.76,209.38,104.69,0.0
2205,000000000000000000000000000000000000000000000000000000000000089d,363.35508881,90.96103518,0,181.6775444,90.8387722,45.4193861,940.47375196,1632.93463126,0,470.23687598,235.11843799,117.55921899,830.52168012,10347.83277147,0,415.26084006,207.63042003,103.81521002,486.74,241680106861.67,0,243.37,121.69,60.84,0.0
2206,000000000000000000000000000000000000000000000000000000000000089e,126.19458781,28.14405968,0,63.09729391,31.54864695,15.77432348,28.12969721,505.24281772,0,14.0648486,7.0324243,3.51621215,356.25047927,3201.70084381,0,178.12523964,89.06261982,44.53130991,592.75,74777725844.5,0,296.38,148.19,74.09,0.0
2207,000000000000000000000000000000000000000000000000000000000000089f,425.87744826,102.41674005,0,212.93872413,106.46936206,53.23468103,791.67559655,1838.58771296,0,395.83779828,197.91889914,98.95944957,721.85396606,11651.04703232,0,360.92698303,180.46349151,90.23174576,860.44,272117491073.38,0,430.22,215.11,107.56,0.0
2208,00000000000000000000000000000000000000000000000000000000000008a0,256.29985035,60.66554139,0,128.14992517,64.07496259,32.03748129,328.19366973,1089.06921801,0,164.09683487,82.04841743,41.02420872,860.40344678,6901.38228981,0,430.20172339,215.10086169,107.55043085,601.36,161186100136.21,0,300.68,150.34,75.17,0.0
2209,00000000000000000000000000000000000000000000000000000000000008a1,915.96074409,205.21396108,0,457.98037205,228.99018602,114.49509301,566.73133387,3684.00582926,0,283.36566693,141.68283347,70.84141673,783.15642527,23345.37802107,0,391.57821263,195.78910632,97.89455316,893.09,545245906023.21,0,446.55,223.27,111.64,0.0
2210,00000000000000000000000000000000000000000000000000000000000008a2,611.59191463,136.65505553,0,305.79595732,152.89797866,76.44898933,378.94048128,2453.23475338,0,189.47024064,94.73512032,47.36756016,325.16295598,15546.03747832,0,162.58147799,81.29073899,40.6453695,95.84,363087429224.21,0,47.92,23.96,11.98,0.0
2211,00000000000000000000000000000000000000000000000000000000000008a3,638.44846621,138.06861089,0,319.2242331,159.61211655,79.80605828,41.28873959,2478.61093218,0,20.64436979,10.3221849,5.16109245,157.50273313,15706.84517363,0,78.75136656,39.37568328,19.68784164,81.19,366843193531.91,0,40.59,20.3,10.15,0.0
2212,00000000000000000000000000000000000000000000000000000000000008a4,144.97276941,33.8815064,0,72.48638471,36.24319235,18.12159618,153.67182438,608.24159539,0,76.83591219,38.4179561,19.20897805,460.05477847,3854.3994311,0,230.02738923,115.01369462,57.50684731,656.39,90021909608.47,0,328.19,164.1,82.05,0.0
2213,00000000000000000000000000000000000000000000000000000000000008a5,611.13637355,136.17343898,0,305.56818678,152.78409339,76.39204669,375.19552371,2444.58876162,0,187.59776185,93.79888093,46.89944046,145.90222282,15491.24822028,0,72.95111141,36.4755557,18.23777785,134.34,361807791832.31,0,67.17,33.59,16.79,0.0
2214,00000000000000000000000000000000000000000000000000000000000008a6,313.96976385,72.706318,0,156.98488192,78.49244096,39.24622048,306.81451766,1305.22552139,0,153.40725883,76.70362941,38.35181471,805.8588055,8271.15499051,0,402.92940275,201.46470138,100.73235069,828.52,193177998342.68,0,414.26,207.13,103.56,0.0
2215,00000000000000000000000000000000000000000000000000000000000008a7,275.35155633,62.32040236,0,137.67577816,68.83788908,34.41894454,225.50008815,1118.77732072,0,112.75004408,56.37502204,28.18751102,219.38304267,7089.64119062,0,109.69152134,54.84576067,27.42288033,402.41,165583004519.03,0,201.21,100.6,50.3,0.0
2216,00000000000000000000000000000000000000000000000000000000000008a8,555.58899212,122.7573603,0,277.79449606,138.89724803,69.44862401,259.54477755,2203.74300346,0,129.77238877,64.88619439,32.44309719,99.68815178,13965.01956335,0,49.84407589,24.92203794,12.46101897,424.76,326161766906.5,0,212.38,106.19,53.09,0.0
2217,00000000000000000000000000000000000000000000000000000000000008a9,460.10978097,104.63023958,0,230.05489048,115.02744524,57.51372262,364.05334666,1878.3245083,0,182.02667333,91.01333666,45.50666833,708.49241337,11902.85730395,0,354.24620669,177.12310334,88.56155167,660.73,277998677472.79,0,330.37,165.18,82.59,0.0
2218,00000000000000000000000000000000000000000000000000000000000008aa,281.20832746,69.92350005,0,140.60416373,70.30208187,35.15104093,760.48504724,1255.26830842,0,380.24252362,190.12126181,95.0606309,185.6059126,7954.57839536,0,92.8029563,46.40147815,23.20073908,627.41,185784153946.77,0,313.7,156.85,78.43,0.0
2219,00000000000000000000000000000000000000000000000000000000000008ab,873.77976746,194.45942106,0,436.88988373,218.44494187,109.22247093,541.86633883,3490.94007535,0,270.93316942,135.46658471,67.73329235,49.23490906,22121.9290862,0,24.61745453,12.30872726,6.15436363,981.69,516671490891.95,0,490.85,245.42,122.71,0.0
2220,00000000000000000000000000000000000000000000000000000000000008ac,798.1028717,173.47546004,0,399.05143585,199.52571793,99.76285896,57.00735178,3114.23551625,0,28.50367589,14.25183795,7.12591897,628.5941076,19734.76936337,0,314.2970538,157.1485269,78.57426345,144.54,460917882416.61,0,72.27,36.13,18.07,0.0
2221,00000000000000000000000000000000000000000000000000000000000008ad,423.49037417,100.29183556,0,211.74518708,105.87259354,52.93629677,739.92887706,1800.44137773,0,369.96443853,184.98221926,92.49110963,197.07561707,11409.3154343,0,98.53780853,49.26890427,24.63445213,175.5,266471698400.67,0,87.75,43.88,21.94,0.0
2222,00000000000000000000000000000000000000000000000000000000000008ae,442.83586184,97.19921198,0,221.41793092,110.70896546,55.35448273,30.47547109,1744.92252689,0,15.23773554,7.61886777,3.80943389,855.82934262,11057.49499207,0,427.91467131,213.95733566,106.97866783,902.32,258254711911.68,0,451.16,225.58,112.79,0.0
2223,00000000000000000000000000000000000000000000000000000000000008af,455.82376488,107.17866744,0,227.91188244,113.95594122,56.97797061,739.4306519,1924.07394476,0,369.71532595,184.85766298,92.42883149,165.65602001,12192.76940993,0,82.82801,41.414005,20.7070025,299.46,284769756045.45,0,149.73,74.86,37.43,0.0
2224,00000000000000000000000000000000000000000000000000000000000008b0,475.7815017,103.21586527,0,237.89075085,118.94537542,59.47268771,60.76891664,1852.93362766,0,30.38445832,15.19222916,7.59611458,99.23729161,11741.95644378,0,49.6186458,24.8093229,12.40466145,467.63,274240737241.11,0,233.81,116.91,58.45,0.0
2225,00000000000000000000000000000000000000000000000000000000000008b1,110.9558523,33.62849064,0,55.47792615,27.73896308,13.86948154,698.28091192,603.69945056,0,349.14045596,174.57022798,87.28511399,744.82919658,3825.61606511,0,372.41459829,186.20729915,93.10364957,371.09,89349656092.07,0,185.54,92.77,46.39,0.0
2226,00000000000000000000000000000000000000000000000000000000000008b2,28.34893032,17.85291859,0,14.17446516,7.08723258,3.54361629,832.09249494,320.49601207,0,416.04624747,208.02312374,104.01156187,947.74001157,2030.96870715,0,473.87000578,236.93500289,118.46750145,116.15,47434544509.83,0,58.08,29.04,14.52,0.0
2227,00000000000000000000000000000000000000000000000000000000000008b3,223.85641002,56.05882502,0,111.92820501,55.9641025,27.98205125,646.98374819,1006.36933799,0,323.4918741,161.74593705,80.87296852,93.71222134,6377.31689715,0,46.85611067,23.42805533,11.71402767,336.14,148946225092.13,0,168.07,84.03,42.02,0.0
2228,00000000000000000000000000000000000000000000000000000000000008b4,891.79606693,193.06813641,0,445.89803347,222.94901673,111.47450837,109.62718975,3465.96370089,0,54.81359487,27.40679744,13.70339872,2.65436906,21963.65493291,0,1.32718453,0.66359227,0.33179613,528.51,512974899042.85,0,264.25,132.13,66.06,0.0
2229,00000000000000000000000000000000000000000000000000000000000008b5,659.20100192,149.86270565,0,329.60050096,164.80025048,82.40012524,543.83427517,2690.33879714,0,271.91713758,135.95856879,67.9792844,852.11950864,17048.55506072,0,426.05975432,213.02987716,106.51493858,887.12,398179667173.64,0,443.56,221.78,110.89,0.0
2230,00000000000000000000000000000000000000000000000000000000000008b6,520.20885783,121.15357948,0,260.10442892,130.05221446,65.02610723,746.16883576,2174.95189259,0,373.08441788,186.54220894,93.27110447,192.32511086,13782.57159831,0,96.16255543,48.08127771,24.04063886,132.72,321900580563.09,0,66.36,33.18,16.59,0.0
2231,00000000000000000000000000000000000000000000000000000000000008b7,263.24177508,62.47373016,0,131.62088754,65.81044377,32.90522189,344.8560493,1121.52986516,0,172.42802465,86.21401232,43.10700616,921.77563894,7107.08394007,0,460.88781947,230.44390974,115.22195487,498.27,165990390842.73,0,249.13,124.57,62.28,0.0
2232,00000000000000000000000000000000000000000000000000000000000008b8,364.98097753,87.78713836,0,182.49048877,91.24524438,45.62262219,722.96921836,1575.9567611,0,361.48460918,180.74230459,90.3711523,344.61951445,9986.76658991,0,172.30975722,86.15487861,43.07743931,584.14,233247180347.27,0,292.07,146.03,73.02,0.0
2233,00000000000000000000000000000000000000000000000000000000000008b9,577.90263993,133.75011839,0,288.95131996,144.47565998,72.23782999,675.15371308,2401.08525391,0,337.57685654,168.78842827,84.39421413,743.65055701,15215.56846304,0,371.82527851,185.91263925,92.95631963,392.12,355369118666.63,0,196.06,98.03,49.02,0.0
2234,00000000000000000000000000000000000000000000000000000000000008ba,964.04033986,214.48187592,0,482.02016993,241.01008497,120.50504248,589.26799624,3850.38365345,0,294.63399812,147.31699906,73.65849953,74.25032312,24399.7067546,0,37.12516156,18.56258078,9.28129039,376.01,569870413068.61,0,188.0,94.0,47.0,0.0
2235,00000000000000000000000000000000000000000000000000000000000008bb,26.89026756,13.25822912,0,13.44513378,6.72256689,3.36128345,610.1861555,238.01203926,0,305.09307775,152.54653888,76.27326944,88.91646779,1508.27150866,0,44.45823389,22.22911695,11.11455847,988.7,35226624496.0,0,494.35,247.18,123.59,0.0
2236,00000000000000000000000000000000000000000000000000000000000008bc,925.13654737,209.73651447,0,462.56827369,231.28413684,115.64206842,875.95207409,3765.19481346,0,437.97603704,218.98801852,109.49400926,172.59572198,23859.86893538,0,86.29786099,43.1489305,21.57446525,173.36,557262163136.93,0,86.68,43.34,21.67,0.0
2237,00000000000000000000000000000000000000000000000000000000000008bd,922.44349636,203.37077015,0,461.22174818,230.61087409,115.30543705,323.27917835,3650.91682257,0,161.63958917,80.81979459,40.40989729,613.2149023,23135.6944849,0,306.60745115,153.30372557,76.65186279,934.79,540348615880.81,0,467.39,233.7,116.85,0.0
2238,00000000000000000000000000000000000000000000000000000000000008be,892.33813613,203.8107134,0,446.16906806,223.08453403,111.54226702,864.38207897,3658.81469405,0,432.19103948,216.09551974,108.04775987,841.85762389,23185.74293867,0,420.92881195,210.46440597,105.23220299,266.24,541517528823.31,0,133.12,66.56,33.28,0.0
2239,00000000000000000000000000000000000000000000000000000000000008bf,238.65936742,54.52133769,0,119.32968371,59.66484185,29.83242093,239.31739809,978.76832946,0,119.65869905,59.82934952,29.91467476,179.61506571,6202.41055666,0,89.80753286,44.90376643,22.45188321,607.32,144861178107.17,0,303.66,151.83,75.92,0.0
2240,00000000000000000000000000000000000000000000000000000000000008c0,186.35975611,43.63683357,0,93.17987806,46.58993903,23.29496951,269.77748642,783.36945695,0,134.88874321,67.44437161,33.7221858,177.44677536,4964.17675497,0,88.72338768,44.36169384,22.18084692,905.64,115941453164.0,0,452.82,226.41,113.2,0.0
2241,00000000000000000000000000000000000000000000000000000000000008c1,480.97291542,108.01836672,0,240.48645771,120.24322885,60.12161443,301.20601976,1939.14824594,0,150.60300988,75.30150494,37.65075247,525.93995055,12288.29457348,0,262.96997528,131.48498764,65.74249382,256.67,287000805990.44,0,128.34,64.17,32.08,0.0
2242,00000000000000000000000000000000000000000000000000000000000008c2,828.08099994,191.19583929,0,414.04049997,207.02024998,103.51012499,941.57587688,3432.35217892,0,470.78793844,235.39396922,117.69698461,988.33209971,21750.66024111,0,494.16604985,247.08302493,123.54151246,477.36,508000274789.53,0,238.68,119.34,59.67,0.0
2243,00000000000000000000000000000000000000000000000000000000000008c3,302.9890502,71.10242537,0,151.4945251,75.74726255,37.87363128,349.84580901,1276.43240345,0,174.9229045,87.46145225,43.73072613,933.75750518,8088.69430665,0,466.87875259,233.43937629,116.71968815,640.85,188916514943.38,0,320.43,160.21,80.11,0.0
2244,00000000000000000000000000000000000000000000000000000000000008c4,36.245979,19.14368565,0,18.1229895,9.06149475,4.53074737,858.08679036,343.66789257,0,429.04339518,214.52169759,107.2608488,567.56112159,2177.80786393,0,283.78056079,141.8902804,70.9451402,122.26,50864064862.91,0,61.13,30.57,15.28,0.0
2245,00000000000000000000000000000000000000000000000000000000000008c5,506.26248707,112.55005189,0,253.13124354,126.56562177,63.28281088,221.27856861,2020.50116401,0,110.63928431,55.31964215,27.65982108,553.10415695,12803.82432932,0,276.55207847,138.27603924,69.13801962,795.44,299041325897.63,0,397.72,198.86,99.43,0.0
2246,00000000000000000000000000000000000000000000000000000000000008c6,726.9703572,162.18479671,0,363.4851786,181.7425893,90.87129465,418.74456972,2911.54526401,0,209.37228486,104.68614243,52.34307122,454.69852358,18450.33041859,0,227.34926179,113.6746309,56.83731545,450.97,430919007455.54,0,225.49,112.74,56.37,0.0
2247,00000000000000000000000000000000000000000000000000000000000008c7,752.33417064,167.93291014,0,376.16708532,188.08354266,94.04177133,506.15341921,3014.73553072,0,253.0767096,126.5383548,63.2691774,56.60615504,19104.24246328,0,28.30307752,14.15153876,7.07576938,246.89,446191532275.54,0,123.44,61.72,30.86,0.0
2248,00000000000000000000000000000000000000000000000000000000000008c8,180.65862057,47.9110522,0,90.32931029,45.16465514,22.58232757,658.99365517,860.10032974,0,329.49682759,164.74841379,82.3742069,620.98668243,5450.41681921,0,310.49334121,155.24667061,77.6233353,894.89,127297894003.38,0,447.44,223.72,111.86,0.0
2249,00000000000000000000000000000000000000000000000000000000000008c9,673.8910084,148.18068586,0,336.9455042,168.4727521,84.23637605,129.75009041,2660.14313844,0,64.87504521,32.4375226,16.2187613,915.07162154,16857.20653965,0,457.53581077,228.76790539,114.38395269,825.82,393710602777.01,0,412.91,206.46,103.23,0.0
2250,00000000000000000000000000000000000000000000000000000000000008ca,577.35753472,130.52305346,0,288.67876736,144.33938368,72.16969184,507.97507587,2343.15290865,0,253.98753794,126.99376897,63.49688448,157.67988999,14848.45381605,0,78.83994499,39.4199725,19.70998625,694.85,346794926459.02,0,347.43,173.71,86.86,0.0
2251,00000000000000000000000000000000000000000000000000000000000008cb,654.13120764,143.91558515,0,327.06560382,163.53280191,81.76640095,213.66073991,2583.57595079,0,106.83036995,53.41518498,26.70759249,374.63827957,16372.00374076,0,187.31913979,93.65956989,46.82978495,444.44,382378387918.66,0,222.22,111.11,55.55,0.0
2252,00000000000000000000000000000000000000000000000000000000000008cc,875.67595395,189.71678236,0,437.83797698,218.91898849,109.45949424,22.45482857,3405.80011431,0,11.22741429,5.61370714,2.80685357,615.7592208,21582.40101076,0,307.8796104,153.9398052,76.9699026,304.29,504070475219.79,0,152.15,76.07,38.04,0.0
2253,00000000000000000000000000000000000000000000000000000000000008cd,904.79134377,206.69005951,0,452.39567189,226.19783594,113.09891797,864.64597662,3710.50478295,0,432.32298831,216.16149416,108.08074708,946.90768924,23513.30068998,0,473.45384462,236.72692231,118.36346115,398.2,549167844989.84,0,199.1,99.55,49.77,0.0
2254,00000000000000000000000000000000000000000000000000000000000008ce,874.18951611,193.31722116,0,437.09475805,218.54737903,109.27368951,432.01838709,3470.43527592,0,216.00919354,108.00459677,54.00229839,94.4041432,21991.99110128,0,47.2020716,23.6010358,11.8005179,433.76,513636707979.3,0,216.88,108.44,54.22,0.0
2255,00000000000000000000000000000000000000000000000000000000000008cf,915.03560659,200.31971509,0,457.5178033,228.75890165,114.37945082,185.7108164,3596.14421099,0,92.8554082,46.4277041,23.21385205,713.44749962,22788.60292709,0,356.72374981,178.36187491,89.18093745,482.06,532242075444.86,0,241.03,120.52,60.26,0.0
2256,00000000000000000000000000000000000000000000000000000000000008d0,907.03294968,205.90316187,0,453.51647484,226.75823742,113.37911871,851.46922939,3696.37837805,0,425.7346147,212.86730735,106.43365367,359.0661269,23423.78230221,0,179.53306345,89.76653172,44.88326586,144.64,547077087050.37,0,72.32,36.16,18.08,0.0
2257,00000000000000000000000000000000000000000000000000000000000008d1,145.11968571,44.52332704,0,72.55984285,36.27992143,18.13996071,989.82640619,799.28380856,0,494.91320309,247.45660155,123.72830077,775.07641758,5065.02528,0,387.53820879,193.76910439,96.8845522,885.74,118296833545.98,0,442.87,221.44,110.72,0.0
2258,00000000000000000000000000000000000000000000000000000000000008d2,114.61836476,30.31827807,0,57.30918238,28.65459119,14.3272956,460.03384148,544.27443709,0,230.01692074,115.00846037,57.50423018,86.56050557,3449.04244728,0,43.28025279,21.64012639,10.8200632,404.99,80554543703.75,0,202.5,101.25,50.62,0.0
2259,00000000000000000000000000000000000000000000000000000000000008d3,432.98135895,105.33084888,0,216.49067948,108.24533974,54.12266987,932.56792245,1890.90186285,0,466.28396122,233.14198061,116.57099031,562.68265972,11982.55942991,0,281.34132986,140.67066493,70.33533246,503.41,279860170477.43,0,251.71,125.85,62.93,0.0
2260,00000000000000000000000000000000000000000000000000000000000008d4,600.97644712,142.74662576,0,300.48822356,150.24411178,75.12205589,988.47796821,2562.59076449,0,494.2389841,247.11949205,123.55974603,893.12696449,16239.02156594,0,446.56348224,223.28174112,111.64087056,524.87,379272506046.32,0,262.44,131.22,65.61,0.0
2261,00000000000000000000000000000000000000000000000000000000000008d5,926.51539165,201.28990689,0,463.25769582,231.62884791,115.81442396,73.79779241,3613.56111672,0,36.8988962,18.4494481,9.22472405,629.9937928,22898.97306952,0,314.9968964,157.4984482,78.7492241,807.14,534819839157.11,0,403.57,201.78,100.89,0.0
2262,00000000000000000000000000000000000000000000000000000000000008d6,65.6208607,22.77101716,0,32.81043035,16.40521517,8.20260759,705.4576067,408.78583265,0,352.72880335,176.36440168,88.18220084,112.20499261,2590.45729977,0,56.10249631,28.05124815,14.02562408,2.45,60501750545.73,0,1.23,0.61,0.31,0.0
2263,00000000000000000000000000000000000000000000000000000000000008d7,879.78234727,193.5107219,0,439.89117363,219.94558682,109.97279341,326.36411285,3473.90900586,0,163.18205643,81.59102821,40.79551411,230.06152197,22014.00397056,0,115.03076099,57.51538049,28.75769025,755.07,514150832309.93,0,377.54,188.77,94.38,0.0
2264,00000000000000000000000000000000000000000000000000000000000008d8,554.17028507,119.74300799,0,277.08514253,138.54257127,69.27128563,43.60063537,2149.62928013,0,21.80031768,10.90015884,5.45007942,34.66693,13622.10335045,0,17.333465,8.6667325,4.33336625,407.82,318152744262.8,0,203.91,101.95,50.98,0.0
2265,00000000000000000000000000000000000000000000000000000000000008d9,362.12842726,87.09199204,0,181.06421363,90.53210682,45.26605341,715.81290668,1563.47747825,0,357.90645334,178.95322667,89.47661333,346.68791607,9907.68593997,0,173.34395804,86.67197902,43.33598951,521.74,231400202303.77,0,260.87,130.44,65.22,0.0
